weak,가격이 싸다,1,positive
strong,가까스로,0,neutral
weak,가까이 사귀어,1,positive
weak,가까이하다,1,positive
weak,가꾸러뜨리다,-1,negative
weak,가꾸러트리다,-1,negative
strong,가난,-2,negative
strong,가난뱅이,-2,negative
strong,가난살이,-2,negative
strong,가난살이하다,-2,negative
strong,가난설음,-2,negative
strong,가난에,-2,negative
strong,가난에 쪼들려서,-2,negative
strong,가난하게,-2,negative
strong,가난하고 어렵다,-2,negative
strong,가난하고 천한,-2,negative
strong,가난하다,-2,negative
strong,가난하여,-2,negative
strong,가난한,-2,negative
strong,가난한 데다가,-2,negative
strong,가난한 사람을,-2,negative
strong,가난히,-2,negative
strong,가년스럽다,-2,negative
weak,가념하다,-1,negative
strong,가녕스럽다,-2,negative
weak,가누기 어려워하다,-1,negative
strong,가누지 못하고,-2,negative
strong,가누지 못하다,-2,negative
strong,가누지 못할,-2,negative
strong,가누지 못할 정도로,-2,negative
strong,가누지 못함,-2,negative
strong,가눌 수 없게,-2,negative
strong,가눌 수 없을,-2,negative
strong,가눌 수 없이,-2,negative
strong,가능성이 늘어나다,2,positive
strong,가능성이 있다고,2,positive
strong,가능하다,2,positive
weak,가닐가닐하다,-1,negative
weak,가다듬어,1,positive
weak,가다듬어 수습하는,1,positive
weak,가다듬어 수습하다,1,positive
weak,가다듬어 정하다,1,positive
strong,가당찮다,-2,negative
strong,가당찮이,-2,negative
weak,가당히,1,positive
weak,가두거나,-1,negative
strong,가두거나 해치거나,-2,negative
weak,가드올려,-1,negative
weak,가뜬하게,1,positive
strong,가라앉다,0,neutral
strong,가라앉지 않은,0,neutral
weak,가라앉혀 바로잡다,1,positive
weak,가래,-1,negative
weak,가래 따위가,-1,negative
weak,가래가,-1,negative
weak,가래가 섞인,-1,negative
weak,가량맞고,-1,negative
weak,가량맞고 야살스러운,-1,negative
weak,가량맞고 야살스러움,-1,negative
weak,가려서 좋아하다,-1,negative
weak,가려운,-1,negative
weak,가려운 느낌이,-1,negative
weak,가려운 증상을,-1,negative
weak,가련하게,-1,negative
weak,가련하게 여기다,-1,negative
weak,가련하게 여김,-1,negative
weak,가련한,-1,negative
weak,가련한 듯하다,-1,negative
weak,가렵고,-1,negative
weak,가로막아서,-1,negative
weak,가로채서,-1,negative
weak,가로채어,-1,negative
weak,가르치며,1,positive
weak,가르침,1,positive
strong,가르침을 받아,0,neutral
weak,가리지 못하다,-1,negative
strong,가리지 않고,0,neutral
weak,가마득하다,-1,negative
weak,가만있지 못하고,-1,negative
weak,가망 없는,-1,negative
strong,가망이 없게,-2,negative
weak,가벼운 마음으로,1,positive
weak,가벼운 말이나,-1,negative
weak,가벼운 상처,-1,negative
weak,가벼운 슬픔,-1,negative
weak,가벼운 행동으로,-1,negative
weak,가볍게,-1,negative
weak,가볍게 까부는,-1,negative
weak,가볍게 까불다,-1,negative
weak,가볍게 쑤시듯,-1,negative
weak,가볍게 웃다,1,positive
weak,가볍게 채신없이,-1,negative
weak,가볍게 행동하거나,-1,negative
weak,가볍게 행동하는,-1,negative
weak,가볍게 행동하다,-1,negative
weak,가볍고,1,positive
weak,가볍고 보드랍게,1,positive
strong,가볍고 상쾌하다,2,positive
strong,가볍고 상쾌한,2,positive
strong,가볍고 시원하게,2,positive
strong,가볍고 편안하게,2,positive
strong,가볍고 환하게,2,positive
weak,가분가분,1,positive
weak,가분히,1,positive
weak,가뿐가뿐,1,positive
weak,가뿐가뿐하다,1,positive
weak,가뿐가뿐히,1,positive
weak,가뿐하게,1,positive
weak,가뿐하다,1,positive
weak,가뿐한,1,positive
weak,가뿐한 느낌,1,positive
weak,가뿐한 느낌이,1,positive
weak,가뿐히,1,positive
weak,가쁘게,-1,negative
weak,가쁘게 쉬다,-1,negative
weak,가쁘고,-1,negative
weak,가쁘고 거칠게,-1,negative
weak,가쁘고 급하게,-1,negative
weak,가쁜,-1,negative
weak,가쁜 증상,-1,negative
weak,가살스럽다,-1,negative
weak,가소롭게,-1,negative
weak,가소롭다,-1,negative
weak,가스 중독이나,-1,negative
strong,가슴 아파하다,-2,negative
strong,가슴 아파함,-2,negative
strong,가슴 아프게,-2,negative
strong,가슴 아프고,-2,negative
strong,가슴 아프다,-2,negative
strong,가슴속에 근심이나,-2,negative
strong,가슴앓이,-2,negative
strong,가슴앓이하다,-2,negative
strong,가슴이 갑갑할,-2,negative
strong,가슴이 괴롭거나,-2,negative
strong,가슴이 그득한,-2,negative
strong,가슴이 답답하고,-2,negative
strong,가슴이 답답하다,-2,negative
strong,가슴이 답답하며,-2,negative
weak,가슴이 답답하여,-1,negative
weak,가슴이 답답한,-1,negative
weak,가슴이 답답해진다,-1,negative
strong,가슴이 아프다,-2,negative
strong,가슴이 아픈,-2,negative
strong,가슴이 울렁거리는,-2,negative
strong,가슴이 울렁거리다,-2,negative
strong,가슴이 찢어질,-2,negative
weak,가습이 답답하고,-1,negative
weak,가엽다,-1,negative
weak,가엾게,-1,negative
weak,가엾게 여겨,-1,negative
weak,가엾게 여기다,-1,negative
weak,가엾고,-1,negative
strong,가엾고 불쌍하다,-2,negative
strong,가엾고 불쌍하여,-2,negative
strong,가엾고 불쌍한,-2,negative
strong,가엾고 불쌍함,-2,negative
strong,가엾고 애처롭다,-2,negative
weak,가엾다,-1,negative
strong,가운데에서 뛰어남,2,positive
weak,가위눌리다,-1,negative
strong,가음 아프고,-2,negative
strong,가장 거룩한,2,positive
strong,가장 뛰어나,2,positive
strong,가장 뛰어난,2,positive
strong,가장 올바르게,2,positive
strong,가장 좋은,2,positive
weak,가장 중요한,1,positive
weak,가증맞다,-1,negative
weak,가증스럽다,-1,negative
weak,가지런하게 하는,1,positive
weak,가지런하게 하다,1,positive
weak,가지런하다,1,positive
weak,가지런하지 아니하다,-1,negative
weak,가지런하지 아니한,-1,negative
strong,가짜,-2,negative
weak,가책이 되어,-1,negative
weak,가치,1,positive
strong,가치 없는,-2,negative
strong,가치 있는,2,positive
strong,가치 있다,2,positive
weak,가치가,1,positive
strong,가치가 없다,-2,negative
strong,가치가 없을,-2,negative
strong,가치가 없이,-2,negative
strong,가치가 있다,2,positive
strong,가치를 믿다,2,positive
strong,가치를 인정하다,2,positive
weak,가치보다 비싼,-1,negative
strong,가치없는,-2,negative
weak,가치있는,1,positive
weak,가치작거리는,-1,negative
weak,가치작거리는 모양,-1,negative
weak,가치작거리는 소리,-1,negative
weak,가탈스럽다,-1,negative
strong,가혹하게,-2,negative
strong,가혹하게 착취하여,-2,negative
weak,각근하지 못하여,-1,negative
weak,각별나다,1,positive
weak,각별하다,1,positive
strong,간 장애,-2,negative
weak,간 질환의,-1,negative
strong,간드러진,2,positive
strong,간드러진 느낌이,2,positive
weak,간사스럽게,-1,negative
weak,간사스럽게 행동하는,-1,negative
weak,간사스럽게 행동하다,-1,negative
weak,간사하고,-1,negative
weak,간사하다,-1,negative
weak,간사한,-1,negative
weak,간사한 사람이나,-1,negative
strong,간사한 짓을,-2,negative
weak,간섭받고,-1,negative
weak,간섭하거나,-1,negative
weak,간섭하거나 방해하여,-1,negative
weak,간섭하고,-1,negative
weak,간섭하다,-1,negative
weak,간섭하여,-1,negative
weak,간신히 짜내는,-1,negative
strong,간절하다,2,positive
weak,간지러워서,-1,negative
weak,간지럽게,-1,negative
weak,간지럽고,-1,negative
weak,간지럽고 자릿한,-1,negative
weak,간직하다,1,positive
weak,간직하지 아니하고,-1,negative
weak,간질,-1,negative
weak,간질간질하다,-1,negative
weak,간질간질한,-1,negative
weak,간질간질한 느낌,-1,negative
strong,간편하거나,2,positive
strong,간편하다,2,positive
weak,갈강병균이,-1,negative
weak,갈라서다,-1,negative
weak,갈라지는 피부병,-1,negative
weak,갈색굳음병,-1,negative
weak,갈증이 나고,-1,negative
weak,갈증이 심하게,-1,negative
weak,갈팡질팡,-1,negative
weak,갈팡질팡하다,-1,negative
weak,갈팡질팡하며,-1,negative
weak,갈피를 잡을 수 없다,-1,negative
weak,갈피를 잡지 못하고,-1,negative
weak,갈피를 잡지 못하고 이리저리 헤매는 모양,-1,negative
weak,갈피를 잡지 못하는,-1,negative
weak,갈피를 잡지 못하다,-1,negative
weak,감각이 둔하고,-1,negative
weak,감각이 마비되고,-1,negative
weak,감각적이다,1,positive
weak,감감히,-1,negative
strong,감개무량하다,2,positive
strong,감격,2,positive
strong,감격성,2,positive
strong,감격스럽다,2,positive
strong,감격스레,2,positive
strong,감격이,2,positive
strong,감격적,2,positive
strong,감격하다,2,positive
strong,감격하여,2,positive
strong,감금하여,-2,negative
weak,감기,-1,negative
weak,감기가,-1,negative
weak,감기가 들어,-1,negative
weak,감기나,-1,negative
weak,감기나 천식,-1,negative
weak,감기로,-1,negative
weak,감기로 인하여,-1,negative
weak,감당하다,1,positive
strong,감동,2,positive
weak,감동시킬,1,positive
weak,감동시킬 만한,1,positive
strong,감동을 받아,2,positive
strong,감동을 일으킬,2,positive
strong,감동을 주거나,2,positive
strong,감동이,2,positive
strong,감동이 되는,2,positive
strong,감동이나,2,positive
strong,감동이나 고마움을,2,positive
strong,감동하는,2,positive
strong,감동하다,2,positive
strong,감동하여,2,positive
strong,감동함,2,positive
strong,감명되다,2,positive
strong,감명적,2,positive
strong,감명하다,2,positive
weak,감모,1,positive
strong,감미롭다,2,positive
weak,감병,-1,negative
strong,감복하다,2,positive
strong,감복하여,2,positive
strong,감사,2,positive
strong,감사를 표하다,2,positive
strong,감사하는,2,positive
strong,감사하는 마음으로,2,positive
strong,감사하다,2,positive
weak,감싸고,1,positive
strong,감싸고 달래다,0,neutral
weak,감옥,-1,negative
weak,감옥에,-1,negative
weak,감정 사납게,-1,negative
weak,감정을 건드려,-1,negative
strong,감정의 불화,-2,negative
weak,감정이 거칠어져,-1,negative
weak,감정이 북받쳐,1,positive
strong,감칠맛이 있을,2,positive
strong,감탄,2,positive
strong,감탄스러울,2,positive
strong,감탄스러울 때,2,positive
strong,감탄스럽다,2,positive
strong,감탄적으로,2,positive
strong,감탄하다,2,positive
strong,감탄할,2,positive
strong,감탄할 때,2,positive
strong,감회가 새롭거나,2,positive
strong,감회에 젖음,2,positive
weak,갑갑궁금하다,-1,negative
weak,갑갑하고 궁금하다,-1,negative
weak,갑갑하다,-1,negative
weak,갑갑한,-1,negative
weak,갑갑한 증상,-1,negative
weak,갑갑할,-1,negative
weak,갑갑할 정도로,-1,negative
weak,갑분띠,-1,negative
weak,갑분싸,-1,negative
weak,갑자기 게우는,-1,negative
weak,갑자기 놀라거나,-1,negative
weak,갑자기 놀라서,-1,negative
weak,갑자기 무섭거나,-1,negative
weak,갑자기 분별없이,-1,negative
weak,갑자기 서늘한,-1,negative
weak,갑자기 서늘한서늘한 느낌이,-1,negative
weak,갑자기 성을,-1,negative
weak,갑자기 소란스럽게,-1,negative
weak,갑자기 소름이,-1,negative
weak,갑자기 어지러워,-1,negative
weak,갑작스러워 두렵거나,-1,negative
weak,갑작스럽게 화를,-1,negative
strong,값을 매길 수 없을 만큼,2,positive
strong,값진,2,positive
strong,강간죄,-2,negative
strong,강개무량,-2,negative
strong,강개무량하다,-2,negative
strong,강구하다,0,neutral
weak,강도가,-1,negative
weak,강등하여,-1,negative
weak,강렬하게,1,positive
weak,강박,-1,negative
weak,강박하여,-1,negative
weak,강세,1,positive
weak,강인하다,1,positive
strong,강인한,2,positive
weak,강제로,-1,negative
weak,강제로 누르는,-1,negative
strong,강제로 누르다,-2,negative
strong,강제로 누름,-2,negative
weak,강제로 빼앗는,-1,negative
weak,강제로 빼앗다,-1,negative
strong,강제로 빼앗아,-2,negative
weak,강제로 빼앗음,-1,negative
weak,강제로 요구하다,-1,negative
strong,강제적으로,-2,negative
strong,강추,2,positive
strong,강탈,-2,negative
strong,강탈하다,-2,negative
weak,강퇴,-1,negative
weak,강하게,1,positive
strong,강하게 만들다,2,positive
weak,강하게 하다,1,positive
weak,강하고,1,positive
strong,강하고 야무지게,2,positive
strong,강하고 야무지다,2,positive
strong,강하고 튼튼하게,2,positive
weak,강하다,1,positive
strong,강한 비판이나,-2,negative
weak,강한 충격을,-1,negative
weak,강화하다,1,positive
weak,갖지 아니하게,-1,negative
weak,갖추다,1,positive
weak,갖추지 못한,-1,negative
weak,같잖다,-1,negative
weak,같잖아서,-1,negative
weak,같잖아서 우스운,-1,negative
weak,같잖은,-1,negative
weak,같잖은 꼴로,-1,negative
weak,갚지 않다,-1,negative
weak,개가 무섭거나,-1,negative
weak,개가 아프거나,-1,negative
strong,개선,2,positive
strong,개선 방도를,2,positive
weak,개선하고,1,positive
strong,개선하다,2,positive
strong,개선함,2,positive
weak,개성,1,positive
weak,개성있는,1,positive
weak,개성있다,1,positive
weak,개운치 않거나,-1,negative
strong,개운하게,2,positive
strong,개운하고,2,positive
strong,개운하고 시원한,2,positive
strong,개운하고 홀가분해지다,2,positive
strong,개운하다,2,positive
weak,개운하지 않고,-1,negative
weak,개으름을,-1,negative
strong,개이득,2,positive
strong,개짓하다,-2,negative
strong,개회하다,0,neutral
weak,갠소,1,positive
weak,갸륵한,1,positive
weak,갸륵한 데가,1,positive
weak,갸름하다,1,positive
weak,거꾸러뜨리다,-1,negative
weak,거꾸로 넘어지거나,-1,negative
weak,거두지 못한,-1,negative
weak,거드럭거드럭,-1,negative
weak,거드럭거리다,-1,negative
weak,거들먹거들먹,-1,negative
weak,거들먹거들먹하다,-1,negative
weak,거들먹거리다,-1,negative
weak,거들먹대다,-1,negative
weak,거들먹이다,-1,negative
strong,거듭 따뜻이,2,positive
weak,거듭 죄를,-1,negative
strong,거뜬하다,2,positive
weak,거래가 금지된,-1,negative
strong,거룩한,2,positive
strong,거룩한 모습,2,positive
strong,거룩한 사람,2,positive
weak,거리끼어,-1,negative
weak,거리낌 없이,1,positive
strong,거만스럽게,-2,negative
strong,거만을,-2,negative
strong,거만을 떠는,-2,negative
strong,거만을 떨다,-2,negative
strong,거만하게,-2,negative
strong,거만하게 행동하는,-2,negative
strong,거만하게 행동하다,-2,negative
strong,거만하고,-2,negative
strong,거만하다,-2,negative
weak,거만한,-1,negative
